id,from,to,article_ids,weight
1564,Donald Trump,Bộ Tư pháp Mỹ,[87],1
1565,Donald Trump,Chris LaCivita,[99],1
1566,Donald Trump,Cục Lưu trữ quốc gia,[87],1
1567,Donald Trump,Dan Scavino,[99],1
1568,Donald Trump,Dmitry Peskov Tây,[99],1
1569,Donald Trump,Joe Biden,[99],1
1570,Donald Trump,Liên bang Nga,[99],1
1571,Donald Trump,Nam Carolina,[99],1
1572,Donald Trump,New Hampshire,[87],1
1573,Donald Trump,Nhà Trắng,[99],1
1574,Donald Trump,Robert Collins,[99],1
1575,Donald Trump,Ron DeSantis,[99],1
1576,Donald Trump,Stephen Stepanek,[99],1
1577,Donald Trump,Vladimir Putin,[99],1
1578,Donald Trump,Volodymyr Zelensky,[99],1
1579,Donald Trump,tờ Bellingham Herald,[99],1
1580,Donald Trump,Điện Kremlin,[99],1
1581,Donald Trump,Đại học Dillard,[99],1
1582,Donald Trump,Đảng Cộng hòa,[99],1
1583,Dong Eun,ELLE Korea,[46],1
1584,Dầu Giây,Bình Chánh,[64],1
1585,Dầu Giây,Bình Dương,[64],1
1586,Dầu Giây,Bộ Tài nguyên và Môi trường,[64],1
1587,Dầu Giây,Hóc Môn,[64],1
1588,Dầu Giây,Khu công nghiệp An Hạ,[64],1
1589,Dầu Giây,Long An,[64],1
1590,Dầu Giây,Long Thạnh Mỹ,[64],1
1591,Dầu Giây,TP Thủ Đức,[64],1
1592,Dầu Giây,UBND TP . HCM,[64],1
1593,Dầu Giây,UBND tỉnh Long An,[64],1
1594,Dầu Giây,cầu Nhơn Trạch,[64],1
1595,Dầu Giây,huyện Bình Chánh,[64],1
1596,Dầu Giây,huyện Củ Chi,[64],1
1597,Dầu Giây,huyện Hóc Môn,[64],1
1598,Dầu Giây,phường Long Bình,[64],1
1599,Dầu Giây,sông Đồng Nai,[64],1
1600,Dầu Giây,tỉnh lộ 25B,[64],1
1601,Dầu Giây,tỉnh Đồng Nai,[64],1
1602,Dầu Giây,xã Phạm Văn Hai,[64],1
1603,Dầu Giây,xã Tân Thạnh Tây,[64],1
1604,Dầu Giây,xã Xuân Thới Đông,[64],1
1605,Dầu Giây,Đồng Nai,[64],1
1606,Emily Siegel,Chris Roush,[109],1
1607,Emily Siegel,Công đoàn lao động WGA East,[109],1
1608,Emily Siegel,Fred Ryan,[109],1
1609,Emily Siegel,HBO Max,[109],1
1610,Emily Siegel,Nancy Dubuc,[109],1
1611,Emily Siegel,Naveen Sarma,[109],1
1612,Emily Siegel,P Global Rating,[109],1
1613,Emily Siegel,Trung tâm nghiên cứu Pew,[109],1
1614,Emily Siegel,Vice Media,[109],1
1615,Emily Siegel,Warner Media,[109],1
1616,Emily Siegel,Washington Post Magazine,[109],1
1617,Emily Siegel,trường Truyền thông,[109],1
1618,Emily Siegel,tờ Washington Post,[109],1
1619,Emily Siegel,Đại học Quinnipiac,[109],1
1620,Emma Watson,Alexandra Daddario,[43],1
1621,Emma Watson,Deepika Padukone,[43],1
1622,Emma Watson,Gal Gadot,[43],1
1623,Emma Watson,Hande Ercel,[43],1
1624,Emma Watson,Katherine Langford,[43],1
1625,Emma Watson,Song Hye Kyo,[43],1
1626,Emma Watson,Yaya Urassaya Sperbund,[43],1
1627,Emmanuel Macron,Châu Á,[88],1
1628,Emmanuel Macron,Liên minh Châu Âu,[88],1
1629,Emmanuel Macron,Thái Bình Dương,[88],1
1630,Emmanuel Macron,tiếng Việt,[42],1
1631,Emmanuel Macron,Đại học Columbia New York,[42],1
1632,Emmanuel Macron,Ấn Độ Dương,[88],1
1633,Entertainment Company Plus,Cha Eun Woo,[45],1
1634,Entertainment Company Plus,Han Ga In,[45],1
1635,Entertainment Company Plus,Hwang Young Woong,[45],1
1636,Entertainment Company Plus,Kang Ha Neul,[45],1
1637,Entertainment Company Plus,Lim Young Woong,[45],1
1638,Entertainment Company Plus,Park Ji Hyun,[45],1
1639,Entertainment Company Plus,Song Ga In,[45],1
1640,Entertainment Company Plus,Song Joong Ki,[45],1
1641,Entertainment Company Plus,Trường đại học Sungkyunkwan,[45],1
1642,Entertainment Tonight,Jennifer Lopez,[24],1
1643,Entertainment Tonight,nhà hàng Sexy Fish,[24],1
1644,Entertainment Tonight,tờ Hola,[24],1
1645,Fabienne Lupo,Foundation High Horology,[119],1
1646,Fabienne Lupo,John Legend,[119],1
1647,Fabienne Lupo,Jon Cox,[119],1
1648,Fabienne Lupo,Kevin Hart,[119],1
1649,Fabienne Lupo,Liên đoàn Công nghiệp Đồng hồ Thụy Sĩ,[119],1
1650,Fabienne Lupo,Michael Ovitz,[119],1
1651,Fabienne Lupo,Richard Mille,[119],1
1652,Fabienne Lupo,công ty dịch vụ tài chính Kepler Cheuvreux,[119],1
1653,Fabienne Lupo,nhà bán l,[119],1
1654,Fed nhóm họp,Janet Yellen,[7],1
1655,Fed nhóm họp,Ngân hàng Trung ương châu Âu,[7],1
1656,Fed nhóm họp,Ngân hàng trung ương Anh,[7],1
1657,Fed nhóm họp,VN Index,[7],1
1658,Financial Times,Applied Materials,[97],1
1659,Financial Times,COSCO Shipping Corporation,[81],1
1660,Financial Times,Cục Dự trữ Liên bang Mỹ,[81],1
1661,Financial Times,Fiona Lim,[97],1
1662,Financial Times,Hong Kong,[81],1
1663,Financial Times,Joe Biden,[97],1
1664,Financial Times,Kwai Chung,[81],1
1665,Financial Times,Malayan Banking Berhard,[97],1
1666,Financial Times,Mark Rutte,[97],1
1667,Financial Times,New York Times,[97],1
1668,Financial Times,Nhà Trắng,[97],1
1669,Financial Times,Peter Wennink,[97],1
1670,Financial Times,Tokyo Electron,[97],1
1671,Financial Times,Trung Quốc,[81],1
1672,Financial Times,Tổ chức Thương mại Thế giới,[97],1
1673,Financial Times,Việt Nam,[81],1
1674,Financial Times,Ấn Độ,[81],1
1675,Fiona Lim,Malayan Banking Berhard,[97],1
1676,Fiona Lim,Tổ chức Thương mại Thế giới,[97],1
1677,Foundation High Horology,John Legend,[119],1
1678,Foundation High Horology,Jon Cox,[119],1
1679,Foundation High Horology,Kevin Hart,[119],1
1680,Foundation High Horology,Liên đoàn Công nghiệp Đồng hồ Thụy Sĩ,[119],1
1681,Foundation High Horology,Michael Ovitz,[119],1
1682,Foundation High Horology,Richard Mille,[119],1
1683,Foundation High Horology,công ty dịch vụ tài chính Kepler Cheuvreux,[119],1
1684,Foundation High Horology,nhà bán l,[119],1
1685,Fred Ryan,HBO Max,[109],1
1686,Fred Ryan,Nancy Dubuc,[109],1
1687,Fred Ryan,Naveen Sarma,[109],1
1688,Fred Ryan,P Global Rating,[109],1
1689,Fred Ryan,Vice Media,[109],1
1690,Fred Ryan,Warner Media,[109],1
1691,Fred Ryan,Washington Post Magazine,[109],1
1692,Fyodor Lukyanov,Câu lạc bộ Valdai,[94],1
1693,Fyodor Lukyanov,Joe Biden,[94],1
1694,Fyodor Lukyanov,tạp chí Russia in Global Affairs,[94],1
1695,GIA ĐOÀN,Ban quản lý khu kinh tế tỉnh Quảng Ninh,[59],1
1696,GIA ĐOÀN,Công ty TNHH Công nghệ Jinko Solar Việt Nam,[59],1
1697,GIA ĐOÀN,Công ty TNHH Dệt may Weitai Hạ Long,[59],1
1698,GIA ĐOÀN,Công ty TNHH may mặc Hoa Lợi Đạt,[59],1
1699,GIA ĐOÀN,HÀ QUÂN,[59],1
1700,GIA ĐOÀN,Khu công nghiệp Hải Hà,[59],1
1701,GIA ĐOÀN,Khu công nghiệp Việt Hưng,[59],1
1702,GIA ĐOÀN,Liên đoàn Lao động TP Hà Nội,[59],1
1703,GIA ĐOÀN,Liên đoàn Lao động tỉnh Quảng Ninh,[59],1
1704,GIA ĐOÀN,Ma Shu Min,[59],1
1705,GIA ĐOÀN,Móng Cá,[59],1
1706,GIA ĐOÀN,Nghệ An,[59],1
1707,GIA ĐOÀN,Quảng Ninh,[59],1
1708,GIA ĐOÀN,Sở Lao động - Thương binh và Xã hội Bắc Giang,[59],1
1709,GIA ĐOÀN,Sở Lao động - Thương binh và Xã hội tỉnh Quảng Ninh,[59],1
1710,GIA ĐOÀN,Sở Lao động - Thương binh và xã hội Nghệ An,[59],1
1711,GIA ĐOÀN,TP Hạ Long,[59],1
1712,GIA ĐOÀN,Trung Quốc,[59],1
1713,GIA ĐOÀN,Trần Văn Hà,[59],1
1714,GIA ĐOÀN,Tuổi Trẻ Online,[59],1
1715,GIA ĐOÀN,Việt Nam,[59],1
1716,GIA ĐOÀN,Zhang Shu Xia,[59],1
1717,Gautam Adani,Adani Enterprises,[110],1
1718,Gautam Adani,Arun Kejriwal,[110],1
1719,Gautam Adani,Châu Á,[110],1
1720,Gautam Adani,Hindenburg Research,[110],1
1721,Gautam Adani,Jugeshinder Singh,[110],1
1722,Gautam Adani,New York,[110],1
1723,Gautam Adani,Tập đoàn Adani,[110],1
1724,Gautam Adani,bang Gujarat,[110],1
1725,Gautam Adani,khách sạn Taj Mahal Palace,[110],1
1726,Gennadiy Borisov,Davide Farnocchia,[117],1
1727,German Galushchenko,Bộ Công nghiệp Chiến lược,[108],1
1728,German Galushchenko,Bộ Thanh niên và Thể thao,[108],1
1729,German Galushchenko,Pavel Ryabikin,[108],1
1730,German Galushchenko,Vadim Gutzeit,[108],1
1731,German Galushchenko,phương Tây,[108],1
1732,German Galushchenko,Ủy ban Olympic Quốc gia Ukraina,[108],1
1733,Gia Linh,Hà Giang,[29],1
1734,Gia Linh,Hà Nội,[29],1
1735,Global Times,Hoàng Hạc Lâu,[118],1
1736,Global Times,Hồ Đông,[118],1
1737,Global Times,Thành phố Vũ Hán,[118],1
1738,Global Times,Tháp Hoàng Hạc,[118],1
1739,Global Wellness,AXN Asia,[40],1
1740,Global Wellness,Hội An,[40],1
1741,Global Wellness,Nha Trang,[40],1
1742,Global Wellness,Phú Quốc,[40],1
1743,Global Wellness,Thanh Thanh Huyền,[40],1
1744,Global Wellness,Thùy Tiên,[40],1
1745,Global Wellness,VTV3 Charm Việt Nam,[40],1
1746,Global Wellness,châu Á,[40],1
1747,Global Wellness,người Thái,[40],1
1748,Global Wellness,người Việt,[40],1
1749,Global Wellness,tiếng Anh,[40],1
1750,Global Wellness,Ủy ban Nhân quyền Liên hiệp quốc,[40],1
1751,Google Doo,Châu Á,[100],1
1752,Google Doo,Hàn Quốc,[100],1
1753,Google Doo,Nhật Bản,[100],1
1754,Google Doo,Trung Quốc,[100],1
1755,Google Doo,Trân châu,[100],1
1756,Google Doo,Việt Nam,[100],1
1757,Google Doo,người Đài Loan,[100],1
1758,Google Doo,trân châu,[100],1
1759,Google Doo,Đài Loan,[100],1
1760,Gwan Shik,Hàn Quốc,[41],1
1761,Gwan Shik,Im Sang Choon,[41],1
1762,Gwan Shik,Kim Won Seok,[41],1
1763,Gwan Shik,Lee Jong Suk,[41],1
1764,Gwan Shik,đảo Jeju,[41],1
1765,Gò Công,Bảo Định,[15],1
1766,Gò Công,Công ty TNHH MTV Khai thác công trình thủy lợi Tiền Giang,[15],1
1767,Gò Công,Gò Công Tây,[15],1
1768,Gò Công,Hàm Luông,[15],1
1769,Gò Công,Năm Thôn,[15],1
1770,Gò Công,huyện Gò Công Đông,[15],1
1771,Gò Công Tây,Hàm Luông,[15],1
1772,Gò Công Tây,Năm Thôn,[15],1
1773,HBO Max,Naveen Sarma,[109],1
1774,HBO Max,P Global Rating,[109],1
1775,HOÀNG NAM,Cục Đăng kiểm Việt Nam,[60],1
1776,HOÀNG NAM,Khuất Duy Thịnh,[60],1
1777,HOÀNG NAM,Nguyễn Tấn Tài,[60],1
1778,HOÀNG NAM,Ngô Hồng Phúc,[60],1
1779,HOÀNG NAM,Sở Giao thông vận tải TP . HCM,[60],1
1780,HOÀNG NAM,Trung tâm đăng 50 - 01S,[60],1
1781,HOÀNG NAM,Trung tâm đăng kiểm 50 - 02S,[60],1
1782,HOÀNG NAM,Trung tâm đăng kiểm 50 - 03S,[60],1
1783,HOÀNG NAM,Trung tâm đăng kiểm 50 - 05V,[60],1
1784,HOÀNG NAM,quận 11,[60],1
1785,HOÀNG NAM,quận Bình Thạnh,[60],1
1786,HOÀNG NAM,quận Bình Tân,[60],1
1787,Hai Tân,Bảo Định,[15],1
1788,Hai Tân,Cây Cồng,[15],1
1789,Hai Tân,Công ty TNHH MTV Khai thác công trình thủy lợi Tiền Giang,[15],1
1790,Hai Tân,Gò Công,[15],1
1791,Hai Tân,Gò Công Tây,[15],1
1792,Hai Tân,Hàm Luông,[15],1
1793,Hai Tân,Năm Thôn,[15],1
1794,Hai Tân,Phú Phong,[15],1
1795,Hai Tân,Rạch Gầm,[15],1
1796,Hai Tân,huyện Gò Công Đông,[15],1
1797,Hainan Longi Green Energy Technology Company Limited,Ban Quản lý các khu công nghiệp tỉnh Bắc Giang,[0],1
1798,Hainan Longi Green Energy Technology Company Limited,Lê Ánh Dương,[0],1
1799,Hainan Longi Green Energy Technology Company Limited,Nguyễn Chí Dũng,[0],1
1800,Hainan Longi Green Energy Technology Company Limited,Ủy ban Nhân dân tỉnh Bắc Giang,[0],1
1801,Han Ga In,Lim Young Woong,[45],1
1802,Hande Ercel,Deepika Padukone,[43],1
1803,Hande Ercel,Gal Gadot,[43],1
1804,Hande Ercel,Katherine Langford,[43],1
1805,Hande Ercel,Yaya Urassaya Sperbund,[43],1
1806,Hang Seng,Fed nhóm họp,[7],1
1807,Hang Seng,Janet Yellen,[7],1
1808,Hang Seng,Ngân hàng Trung ương châu Âu,[7],1
1809,Hang Seng,Ngân hàng trung ương Anh,[7],1
1810,Hang Seng,Shanghai Composite,[7],1
1811,Hang Seng,Thượng Hải,[7],1
1812,Hang Seng,VN Index,[7],1
1813,Hans Joachim Schellnhuber,Liên Hợp Quốc,[111],1
1814,High Frequency Economics,Bắc Mỹ,[86],1
1815,High Frequency Economics,Capital Economics,[86],1
1816,High Frequency Economics,Ian Shepherdson,[86],1
1817,High Frequency Economics,Jeffrey Roach,[86],1
1818,High Frequency Economics,Jerome Powell,[86],1
1819,High Frequency Economics,LPL Financial,[86],1
1820,High Frequency Economics,Madhavi Bokil,[86],1
1821,High Frequency Economics,Moody ' s,[86],1
1822,High Frequency Economics,Pantheon Macroeconomics,[86],1
1823,High Frequency Economics,Paul Ashworth,[86],1
1824,High Frequency Economics,Đại học Michigan,[86],1
1825,Hindenburg Research,Adani Enterprises,[110],1
1826,Hindenburg Research,Arun Kejriwal,[110],1
1827,Hindenburg Research,Châu Á,[110],1
1828,Hindenburg Research,Jugeshinder Singh,[110],1
1829,Hindenburg Research,New York,[110],1
1830,Hindenburg Research,Tập đoàn Adani,[110],1
1831,Hindenburg Research,bang Gujarat,[110],1
1832,Hindenburg Research,khách sạn Taj Mahal Palace,[110],1
1833,Hoa Kỳ,Born Pink,[31],1
1834,Hoa Kỳ,Bộ Công Thương,[1],1
1835,Hoa Kỳ,Emmanuel Macron,[42],1
1836,Hoa Kỳ,Guinness World Records,[31],1
1837,Hoa Kỳ,Hom Nguyễn,[42],1
1838,Hoa Kỳ,MTV Europe Music,[31],1
1839,Hoa Kỳ,Nam Ngọc Hiên,[42],1
1840,Hoa Kỳ,Nguyễn Văn Hiếu,[1],1
1841,Hoa Kỳ,PUBG Mobile,[31],1
1842,Hoa Kỳ,Thúy Hiền,[1],1
1843,Hoa Kỳ,Trung Quốc,[1],1
1844,Hoa Kỳ,Tập đoàn Lộc Trời,[1],1
1845,Hoa Kỳ,Tổng cục Thống kê,[1],1
1846,Hoa Kỳ,Vietnam +,[1],1
1847,Hoa Kỳ,Vietnam Centre,[42],1
1848,Hoa Kỳ,Việt Nam,[6],1
1849,Hoa Kỳ,Vương quốc Anh,[31],1
1850,Hoa Kỳ,tiếng Việt,[42],1
1851,Hoa Kỳ,tổ chức Việt Nam Society,[42],1
1852,Hoa Kỳ,Đại học Columbia New York,[42],1
1853,Hom Nguyễn,Emmanuel Macron,[42],1
1854,Hom Nguyễn,tiếng Việt,[42],1
1855,Hom Nguyễn,Đại học Columbia New York,[42],1
1856,Hong Kong,Cục Dự trữ Liên bang Mỹ,[81],1
1857,Hong Kong,Fed nhóm họp,[7],1
1858,Hong Kong,Hang Seng,[7],1
1859,Hong Kong,Janet Yellen,[7],1
1860,Hong Kong,Ngân hàng Trung ương châu Âu,[7],1
1861,Hong Kong,Ngân hàng trung ương Anh,[7],1
1862,Hong Kong,Shanghai Composite,[7],1
1863,Hong Kong,Thượng Hải,[7],1
1864,Hong Kong,VN Index,[7],1
1865,Hong Kong,Việt Nam,[81],1
1866,Hong Kong,Ấn Độ,[81],1
1867,Hoài Thu,Bà Rịa - Vũng Tàu,[10],1
1868,Hoài Thu,Bộ Công Thương,[10],1
1869,Hoài Thu,Cần Thơ,[10],1
1870,Hoài Thu,Hoàng Ánh Dương,[10],1
1871,Hoài Thu,Hoàng Ánh Dương Quản lý thị trường,[10],1
1872,Hoài Thu,Hà Nội,[10],1
1873,Hoài Thu,Hải Phòng,[10],1
1874,Hoài Thu,Khánh Hòa,[10],1
1875,Hoài Thu,Kiên Giang,[10],1
1876,Hoài Thu,Lào Cai,[10],1
1877,Hoài Thu,Quảng Ninh,[10],1
1878,Hoài Thu,Thành phố Hồ Chí Minh,[10],1
1879,Hoài Thu,Thúy Hiền,[10],1
1880,Hoài Thu,Thừa Thiên - Huế,[10],1
1881,Hoài Thu,Tiền Giang,[10],1
1882,Hoài Thu,Tổng cục Thống kê,[10],1
1883,Hoài Thu,Vietnam +,[10],1
1884,Hoài Thu,Việt Nam,[10],1
1885,Hoài Thu,Đà Nẵng,[10],1
1886,Hoài Thu,Đồng Nai,[10],1
1887,Hoàng Hạc Lâu,Thành phố Vũ Hán,[118],1
1888,Hoàng Hạc Lâu,Tháp Hoàng Hạc,[118],1
1889,Hoàng Ánh Dương,Bộ Công Thương,[9],1
1890,Hoàng Ánh Dương,Thúy Hiền,[10],1
1891,Hoàng Ánh Dương,Tổng cục Quản lý thị trường,[9],1
1892,Hoàng Ánh Dương,Vietnam +,[10],1
1893,Hoàng Ánh Dương Quản lý thị trường,Hoàng Ánh Dương,[10],1
1894,Hoàng Ánh Dương Quản lý thị trường,Thúy Hiền,[10],1
1895,Hoàng Ánh Dương Quản lý thị trường,Vietnam +,[10],1
1896,Hoắc Kiến Hoa,Lâm Tâm Như,[25],1
1897,Huỳnh Khánh Ly,Emmanuel Macron,[42],1
1898,Huỳnh Khánh Ly,Hoa Kỳ,[42],1
1899,Huỳnh Khánh Ly,Hom Nguyễn,[42],1
1900,Huỳnh Khánh Ly,Nam Ngọc Hiên,[42],1
1901,Huỳnh Khánh Ly,New York,[42],1
1902,Huỳnh Khánh Ly,Nguyễn Thanh Hiền,[42],1
1903,Huỳnh Khánh Ly,Peter Do,[42],1
1904,Huỳnh Khánh Ly,Thủ dô Washington,[42],1
1905,Huỳnh Khánh Ly,Tommy Phạm,[42],1
1906,Huỳnh Khánh Ly,Trung tâm Kennedy,[42],1
1907,Huỳnh Khánh Ly,Vietnam Centre,[42],1
1908,Huỳnh Khánh Ly,người Mỹ,[42],1
1909,Huỳnh Khánh Ly,tiếng Việt,[42],1
1910,Huỳnh Khánh Ly,tổ chức Việt Nam Society,[42],1
1911,Huỳnh Khánh Ly,Đại học Columbia New York,[42],1
1912,Huỳnh Điệm,Nguyễn Trung Hiếu,[65],1
1913,Huỳnh Điệm,Nguyễn Văn Khôi,[65],1
1914,Huỳnh Điệm,THỤC NGHI,[65],1
1915,Huỳnh Điệm,xã Phước Đồng,[65],1
1916,Hwang Young Woong,Cha Eun Woo,[45],1
1917,Hwang Young Woong,Han Ga In,[45],1
1918,Hwang Young Woong,Lim Young Woong,[45],1
1919,Hwang Young Woong,Song Ga In,[45],1
1920,HÀ MI,Bình Sơn,[66],1
1921,HÀ MI,Bộ Giao thông vận tải,[56],1
1922,HÀ MI,Cao Tiến Dũng,[66],1
1923,HÀ MI,Lê Văn Tiếp,[66],1
1924,HÀ MI,Lộc An,[66],1
1925,HÀ MI,Phạm Minh Chính,[56],1
1926,HÀ MI,Trần Hồng Phương,[66],1
1927,HÀ MI,Tổng công ty Cảng hàng không Việt Nam,[56],1
1928,HÀ MI,UBND huyện Long Thành,[66],1
1929,HÀ MI,UBND tỉnh Đồng Nai,[66],1
1930,HÀ MI,huyện Long Thành,[66],1
1931,HÀ MI,sân bay Long Thành,[66],1
1932,HÀ MI,sân bay quốc tế Long Thành,[66],1
1933,HÀ MI,tỉnh Đồng Nai,[56],1
1934,HÀ MI,xã Bình Sơn,[66],1
1935,HÀ MI,Đồng Nai,[56],1
1936,HÀ MI,ấp Suối Trầu 2,[66],1
1937,HÀ MI,Ủy ban Quản lý vốn nhà nước,[56],1
1938,HÀ QUÂN,Công ty TNHH Công nghệ Jinko Solar Việt Nam,[59],1
1939,HÀ QUÂN,Công ty TNHH Dệt may Weitai Hạ Long,[59],1
1940,HÀ QUÂN,Công ty TNHH may mặc Hoa Lợi Đạt,[59],1
1941,HÀ QUÂN,Khu công nghiệp Hải Hà,[59],1
1942,HÀ QUÂN,Khu công nghiệp Việt Hưng,[59],1
1943,HÀ QUÂN,Ma Shu Min,[59],1
1944,HÀ QUÂN,Móng Cá,[59],1
1945,HÀ QUÂN,Quảng Ninh,[59],1
1946,HÀ QUÂN,TP Hạ Long,[59],1
1947,HÀ QUÂN,Trung Quốc,[59],1
1948,HÀ QUÂN,Việt Nam,[59],1
1949,HÀ QUÂN,Zhang Shu Xia,[59],1
1950,Hà Anh Tuấn,Cao Trung Hiếu,[38],1
1951,Hà Anh Tuấn,Cố đô Hoa Lư,[38],1
1952,Hà Anh Tuấn,Nhật Bản,[38],1
1953,Hà Anh Tuấn,Việt Anh,[38],1
1954,Hà Anh Tuấn,Việt Nam,[38],1
1955,Hà Anh Tuấn,Võ Thiện Thanh,[38],1
1956,Hà Anh Tuấn,châu Á,[38],1
1957,Hà Anh Tuấn,cố đô Hoa Lư,[38],1
1958,Hà Anh Tuấn,vua Đinh,[38],1
1959,Hà Anh Tuấn,Á Đông,[38],1
1960,Hà Lan,Applied Materials,[97],1
1961,Hà Lan,Bắc Kinh,[97],1
1962,Hà Lan,Financial Times,[97],1
1963,Hà Lan,Fiona Lim,[97],1
1964,Hà Lan,Joe Biden,[97],1
1965,Hà Lan,Malayan Banking Berhard,[97],1
1966,Hà Lan,Mark Rutte,[97],1
1967,Hà Lan,New York Times,[97],1
1968,Hà Lan,Nhà Trắng,[97],1
1969,Hà Lan,Nord Stream,[102],1
1970,Hà Lan,Peter Wennink,[97],1
1971,Hà Lan,Tokyo Electron,[97],1
1972,Hà Lan,Trung Quốc,[97],1
1973,Hà Lan,Tổ chức Thương mại Thế giới,[97],1
1974,Hà Lê,Gia Linh,[29],1
1975,Hà Lê,Hà Giang,[29],1
1976,Hà Lê,Hà Nội,[29],1
1977,Hà Nội,Bà Rịa - Vũng Tàu,[9],1
1978,Hà Nội,Bảo Tín Minh Châu,[18],1
1979,Hà Nội,Bệnh viện Đa khoa huyện Tân Sơn,[58],1
1980,Hà Nội,Bộ Công Thương,[9],1
1981,Hà Nội,Colin Cieszynski,[19],1
1982,Hà Nội,Công ty Bảo Tín Minh Châu Rồng Thăng Long,[18],1
1983,Hà Nội,Công ty Phú Quý,[18],1
1984,Hà Nội,Công ty Quản lý tài sản,[19],1
1985,Hà Nội,Công ty Vàng bạc đá quý Phú Quý,[17],1
1986,Hà Nội,Công ty Vàng bạc đá quý Sài Gòn,[17],1
1987,Hà Nội,Cần Thơ,[9],1
1988,Hà Nội,Cục Dự trữ Liên bang Mỹ,[19],1
1989,Hà Nội,Hoàng Ánh Dương,[9],1
1990,Hà Nội,Hoàng Ánh Dương Quản lý thị trường,[10],1
1991,Hà Nội,Hà Giang,[29],1
1992,Hà Nội,Hải Phòng,[9],1
1993,Hà Nội,Hồ Chí Minh,[9],1
1994,Hà Nội,Khánh Hòa,[9],1
1995,Hà Nội,Lào Cai,[9],1
1996,Hà Nội,Lê Ngọc Linh,[39],1
1997,Hà Nội,Nguyễn Hùng Vỹ,[39],1
1998,Hà Nội,Nguyễn Việt Bắc,[39],1
1999,Hà Nội,Ngân hàng BIDV,[18],1
2000,Hà Nội,Ngân hàng Eximbank,[18],1
2001,Hà Nội,Ngân hàng Nhà nước,[18],1
2002,Hà Nội,Ngân hàng Vietcombank,[18],1
2003,Hà Nội,Phú Thọ,[58],1
2004,Hà Nội,Quảng Ninh,[9],1
2005,Hà Nội,SIA Wealth Management,[19],1
2006,Hà Nội,Sơn La,[58],1
2007,Hà Nội,Thúy Hiền,[10],1
2008,Hà Nội,Thừa Thiên - Huế,[9],1
2009,Hà Nội,Tiền Giang,[9],1
2010,Hà Nội,Tân Sơn,[58],1
2011,Hà Nội,Tổng cục Quản lý thị trường,[9],1
2012,Hà Nội,Tổng cục Thống kê,[13],1
2013,Hà Nội,Vietnam +,[10],1
2014,Hà Nội,Việt Nam,[9],1
2015,Hà Nội,quốc lộ 32,[58],1
2016,Hà Nội,quốc lộ 32B,[58],1
2017,Hà Nội,xã Thu Cúc,[58],1
2018,Hà Nội,Đồng Nai,[9],1
2019,Hà Nội,Đức Duy,[18],1
2020,Hà Tĩnh,Bãi Vọt,[77],1
2021,Hà Tĩnh,Bộ Giao thông vận tải,[77],1
2022,Hà Tĩnh,Diễn Châu,[77],1
2023,Hà Tĩnh,Hàm Nghi,[77],1
2024,Hà Tĩnh,Hồ Chí Minh,[77],1
2025,Hà Tĩnh,Khánh Hòa,[67],1
2026,Hà Tĩnh,Kim Liên,[77],1
2027,Hà Tĩnh,Nguyễn Văn Thắng,[77],1
2028,Hà Tĩnh,Ngã ba,[77],1
2029,Hà Tĩnh,Quốc lộ 45,[77],1
2030,Hà Tĩnh,cao tốc Bãi Vọt,[77],1
2031,Hà Tĩnh,cao tốc Mai Sơn,[77],1
2032,Hà Tĩnh,cầu Thần Vũ,[77],1
2033,Hà Tĩnh,cầu Ồ Ồ,[77],1
2034,Hà Tĩnh,huyện Can Lộc,[77],1
2035,Hà Tĩnh,huyện Nam Đàn,[77],1
2036,Hà Tĩnh,hầm Thần Vũ,[77],1
2037,Hà Tĩnh,núi Chung,[77],1
2038,Hà Tĩnh,tỉnh Hà Tĩnh,[77],1
2039,Hà Tĩnh,xã Kim Liên,[77],1
2040,Hà Tĩnh,Đồng Lộc,[77],1
2041,Hà Tĩnh,đền Chung Sơn,[77],1
2042,Hàm Nghi,Bộ Giao thông vận tải,[77],1
2043,Hàm Nghi,Hồ Chí Minh,[77],1
2044,Hàm Nghi,Kim Liên,[77],1
2045,Hàm Nghi,Nguyễn Văn Thắng,[77],1
2046,Hàm Nghi,Ngã ba,[77],1
2047,Hàm Nghi,cao tốc Bãi Vọt,[77],1
